Product,Avg Demand,Std Dev,Total Demand,Safety Stock,Reorder Point,EOQ
568803,54.0,52.31,216,102,480,104
568804,20.0,5.66,40,11,151,45
568805,10.23,3.56,133,7,79,82
568819,17.0,9.9,34,19,138,41
568828,19.74,14.92,454,29,167,151
568829,11.15,6.29,223,12,90,106
568831,5.28,4.15,211,8,45,103
568833,14.08,16.77,704,33,132,188
568868,9.19,5.2,441,10,74,148
568869,6.0,2.31,24,5,47,35
568870,57.0,80.12,285,157,556,119
568872,15.54,12.94,202,25,134,100
568873,16.75,5.14,201,10,127,100
568874,2.15,3.08,28,6,21,37
568875,1.94,1.35,35,3,17,42
568876,11.2,4.24,112,8,86,75
568877,49.5,43.7,891,86,432,211
568878,4.29,3.17,120,6,36,77
568880,4.39,7.62,79,15,46,63
568881,10.0,2.83,40,6,76,45
568882,10.25,1.89,205,4,76,101
568883,9.26,4.91,176,10,75,94
568894,5.81,6.17,494,12,53,157
568895,3.59,1.87,194,4,29,98
568896,4.79,6.15,206,12,46,101
568897,7.88,5.02,126,10,65,79
568898,11.84,7.4,604,14,97,174
568900,8.07,9.31,218,18,75,104
568901,15.81,19.47,901,38,149,212
568902,14.59,9.52,248,19,121,111
568904,8.87,5.46,133,11,73,82
568907,8.13,4.63,187,9,66,97
568908,10.58,7.67,709,15,89,188
568909,13.44,8.99,524,18,112,162
568910,14.86,8.44,416,17,121,144
568912,7.41,7.94,274,16,68,117
568915,11.6,7.99,116,16,97,76
568916,9.56,3.28,86,6,73,66
568917,11.88,3.87,380,8,91,138
568919,7.91,6.17,253,12,67,112
568921,8.18,6.16,90,12,69,67
568938,3.61,4.35,253,9,34,112
568943,174.8,169.37,874,332,1556,209
568944,11.78,3.62,212,7,89,103
568945,7.14,2.71,100,5,55,71
568947,17.65,12.02,353,24,148,133
568949,2.26,2.89,498,6,22,158
568950,12.42,9.17,236,18,105,109
568951,5.79,2.82,110,6,47,74
568952,12.07,6.46,507,13,98,159
568953,12.54,12.28,163,24,112,90
568954,22.0,25.22,176,49,203,94
568955,11.12,10.27,267,20,98,116
568984,1.18,0.57,67,1,9,58
568987,13.96,5.51,321,11,109,127
568988,10.68,6.11,203,12,87,101
568989,11.43,3.63,160,7,87,89
568990,11.78,6.53,271,13,95,116
568991,4.65,6.14,288,12,45,120
568992,11.47,10.55,195,21,101,99
568993,18.5,15.62,222,31,160,105
568994,16.0,10.45,288,20,132,120
568995,19.57,20.4,411,40,177,143
568996,9.0,4.95,153,10,73,87
568997,6.46,2.33,84,5,50,65
568999,14.0,6.21,168,12,110,92
569000,15.58,7.65,1153,15,124,240
569001,7.81,3.23,164,6,61,91
569002,7.5,2.12,15,4,56,27
569003,7.1,3.84,71,8,58,60
569004,8.75,2.38,70,5,66,59
569005,12.92,8.34,465,16,106,152
569006,7.56,7.97,68,16,69,58
569007,16.14,9.73,565,19,132,168
569008,17.26,9.78,466,19,140,153
569009,48.67,1.15,146,2,343,85
569010,100.74,52.88,2720,104,809,369
569011,18.38,15.36,239,30,159,109
569012,13.5,5.85,162,11,106,90
569013,28.0,18.33,84,36,232,65
569014,15.1,7.14,302,14,120,123
569015,9.62,2.94,154,6,73,88
569016,16.11,10.78,306,21,134,124
569017,10.41,8.19,177,16,89,94
569018,15.57,8.16,109,16,125,74
569019,26.75,13.73,428,27,214,146
569020,11.54,8.56,554,17,98,166
569021,9.11,2.85,82,6,70,64
569022,10.75,6.1,172,12,87,93
569024,14.0,10.85,126,21,119,79
569025,4.7,6.48,108,13,46,73
569026,9.96,5.96,757,12,82,195
569027,9.25,6.75,370,13,78,136
569028,20.32,15.26,386,30,172,139
569029,20.0,0.0,40,0,140,45
569030,38.89,3.33,350,7,279,132
569031,2.86,1.07,20,2,22,32
569035,7.0,5.77,28,11,60,37
569036,14.11,10.53,268,21,120,116
569037,8.19,13.43,565,26,83,168
569046,21.08,21.45,1286,42,190,254
569060,3.77,2.01,49,4,30,49
569077,46.0,36.44,184,71,393,96
569078,17.12,15.47,137,30,150,83
569079,7.25,3.33,87,7,58,66
569080,12.0,0.0,60,0,84,55
569081,24.17,0.41,145,1,170,85
569082,10.83,7.16,130,14,90,81
569087,24.0,13.15,144,26,194,85
569089,4.89,3.74,342,7,41,131
569097,27.31,26.89,710,53,244,188
569100,9.14,20.34,192,40,104,98
569103,12.69,14.52,165,28,117,91
569104,11.73,7.24,176,14,96,94
569105,7.43,8.96,364,18,70,135
569106,4.64,3.67,51,7,39,50
569108,144.0,101.82,288,199,1207,120
569110,8.61,5.68,396,11,71,141
569120,12.5,6.78,175,13,100,94
569122,10.94,9.09,186,18,95,96
569123,9.91,15.77,327,31,100,128
569124,16.83,15.77,387,31,149,139
569125,5.2,1.1,26,2,38,36
569126,25.62,11.59,205,23,202,101
569127,50.0,34.64,600,68,418,173
569129,3.35,4.69,338,9,32,130
569130,4.75,2.99,19,6,39,31
569132,3.48,3.56,181,7,31,95
569133,31.71,28.46,666,56,278,182
569134,7.61,4.2,251,8,61,112
569136,3.69,5.85,284,11,37,119
569137,2.78,2.79,362,5,24,135
569139,6.83,6.01,157,12,60,89
569140,12.44,9.17,560,18,105,167
569141,9.81,8.33,157,16,85,89
569143,4.54,6.4,118,13,45,77
569144,11.1,10.79,111,21,99,74
569145,7.0,7.07,14,14,63,26
569147,19.5,12.8,390,25,162,140
569148,9.77,6.06,293,12,80,121
569149,1.0,0.0,2,0,7,10
569202,2.1,3.08,523,6,21,162
569203,34.0,19.8,68,39,277,58
569204,4.1,4.09,41,8,37,45
569205,10.02,29.74,401,58,128,142
569206,4.05,3.79,77,7,35,62
569207,5.11,5.71,92,11,47,68
569208,4.03,6.41,153,13,41,87
569209,100.67,162.31,302,318,1023,123
569210,7.6,6.46,152,13,66,87
569211,3.48,3.94,87,8,32,66
569212,4.62,2.36,217,5,37,104
569213,1.82,0.53,31,1,14,39
569214,219.56,376.58,1976,737,2274,314
569215,5.71,4.32,200,8,48,100
569216,4.56,4.39,287,9,41,120
569217,2.56,3.99,64,8,26,57
569218,3.5,4.53,112,9,34,75
569219,2.14,3.55,126,7,22,79
569220,3.67,5.36,598,10,36,173
569221,5.0,4.17,85,8,43,65
569222,4.02,2.5,217,5,33,104
569223,8.61,11.18,646,22,82,180
569224,2.07,2.79,151,5,19,87
569225,6.38,8.65,185,17,62,96
569226,2.0,0.0,4,0,14,14
569227,12.93,9.02,181,18,108,95
569228,4.36,3.84,292,8,39,121
569229,2.27,2.33,307,5,21,124
569230,2.49,2.17,162,4,21,90
569231,6.87,6.82,309,13,61,124
569232,4.97,3.87,159,8,43,89
569234,2.3,3.99,207,8,24,102
569236,4.83,4.12,319,8,42,126
569237,1.67,0.52,10,1,13,22
569238,3.97,3.62,119,7,35,77
569239,10.67,9.13,192,18,93,98
569240,17.33,8.91,104,17,138,72
569241,17.37,20.89,799,41,163,200
569242,10.26,7.97,195,16,88,99
569243,7.37,4.72,258,9,61,114
569244,7.12,5.92,114,12,62,75
569246,2.49,3.41,710,7,24,188
569247,32.47,21.95,552,43,270,166
569248,10.11,9.02,354,18,89,133
569249,9.56,4.37,153,9,76,87
569250,10.41,8.38,281,16,89,119
569252,3.87,2.92,58,6,33,54
569253,10.92,5.8,677,11,87,184
569254,4.72,18.76,170,37,70,92
569255,107.44,46.5,1934,91,843,311
569257,48.21,29.91,916,59,396,214
569258,20.0,14.76,100,29,169,71
569261,3.47,5.6,368,11,35,136
569262,11.79,6.65,460,13,96,152
569263,130.92,68.22,1702,134,1050,292
569302,5.0,10.93,255,21,56,113
569319,13.58,7.94,448,16,111,150
569321,17.58,12.38,211,24,147,103
569322,14.13,5.58,212,11,110,103
569323,2.5,0.71,5,1,18,16
569324,13.71,11.58,192,23,119,98
569325,6.0,3.86,96,8,50,69
569326,9.17,7.09,211,14,78,103
569327,11.53,5.96,346,12,93,132
569328,8.0,4.32,56,8,64,53
569329,7.22,4.99,195,10,61,99
569330,13.29,26.6,279,52,145,118
569331,10.96,6.99,581,14,91,170
569332,2.05,1.37,158,3,17,89
569333,11.6,21.37,116,42,123,76
569334,189.25,156.88,1514,307,1632,275
569336,8.5,5.26,340,10,70,130
569337,100.0,0.0,600,0,700,173
569338,26.0,23.41,286,46,228,120
569342,386.67,496.92,1160,973,3680,241
569343,135.69,35.79,1764,70,1020,297
569357,6.62,3.61,139,7,53,83
569358,7.56,9.38,189,18,71,97
569360,2.44,2.15,139,4,21,83
569361,7.53,3.93,113,8,61,75
569362,24.15,29.07,314,57,226,125
569363,16.26,14.51,618,28,142,176
569364,13.67,15.22,246,30,126,111
569365,23.08,27.16,300,53,215,122
569367,5.04,6.5,378,13,48,137
569368,31.25,27.8,125,54,273,79
569369,10.97,4.75,329,9,86,128
569371,3.76,3.69,158,7,33,89
569372,2.31,2.84,603,6,22,174
569373,40.0,36.99,200,72,352,100
569374,2.43,2.83,575,6,23,170
569383,17.89,9.55,1127,19,144,237
569384,19.88,10.59,318,21,160,126
569386,4.22,2.49,38,5,35,44
569389,1.0,0.0,3,0,7,12
569396,5.73,4.22,63,8,48,56
569397,13.87,10.56,208,21,118,102
569398,136.0,84.29,408,165,1117,143
569399,384.0,271.53,768,532,3220,196
569400,36.67,11.55,110,23,280,74
569401,8.77,6.31,456,12,73,151
569402,8.1,3.67,81,7,64,64
569403,9.08,6.57,327,13,77,128
569404,4.5,1.31,36,3,34,42
569405,14.27,9.15,214,18,118,103
569406,27.04,16.37,1893,32,221,308
569407,30.43,49.71,426,97,310,146
569408,62.43,62.81,874,123,560,209
569409,12.91,5.54,142,11,101,84
569412,11.5,5.08,276,10,90,117
569413,10.0,8.49,20,17,87,32
569414,12.09,17.65,1064,35,120,231
569415,3.21,4.78,311,9,31,125
569416,7.3,5.67,168,11,62,92
569417,14.88,8.44,372,17,121,136
569418,18.0,4.9,72,10,136,60
569419,40.4,37.16,202,73,356,100
569423,13.42,6.09,322,12,106,127
569424,5.48,5.25,334,10,48,129
569457,2.03,2.11,61,4,18,55
569459,20.78,21.85,374,43,188,137
569460,13.45,16.71,511,33,127,160
569461,11.66,9.72,548,19,101,166
569462,4.23,1.88,55,4,34,52
569467,12.23,7.79,526,15,101,162
569468,11.89,6.38,440,12,95,148
569469,4.47,6.96,559,14,45,167
569470,9.3,10.82,307,21,86,124
569471,5.25,4.22,63,8,45,56
569472,11.4,12.23,399,24,104,141
569474,4.64,3.1,218,6,38,104
569479,47.29,43.91,662,86,417,182
569481,10.4,6.46,489,13,86,156
569482,5.29,3.74,127,7,44,80
569483,11.6,8.95,174,18,99,93
569484,6.0,0.0,12,0,42,24
569486,5.71,10.2,257,20,60,113
569487,7.31,5.41,117,11,62,76
569488,9.98,13.87,459,27,97,151
569491,2.89,3.78,240,7,27,110
569492,861.33,594.59,2584,1164,7193,359
569493,9.55,8.38,535,16,83,164
569494,59.0,61.74,472,121,534,154
569496,6.94,3.54,118,7,56,77
569513,17.29,10.45,242,20,141,110
569514,20.83,20.91,750,41,187,194
569515,48.67,26.7,292,52,393,121
569518,2.62,2.46,55,5,23,52
569519,7.11,4.73,64,9,59,57
569520,7.22,3.81,130,7,58,81
569521,2.67,3.82,248,7,26,111
569522,36.5,50.2,73,98,354,60
569523,2.25,1.78,146,3,19,85
569524,1.54,1.08,216,2,13,104
569527,2.97,5.16,95,10,31,69
569528,6.41,5.63,474,11,56,154
569529,2.0,1.41,4,3,17,14
569530,9.26,11.66,287,23,88,120
569531,6.8,4.6,34,9,57,41
569532,11.93,5.84,179,11,95,95
569533,2.24,2.28,188,4,20,97
569534,1.0,0.0,2,0,7,10
569535,4.49,6.77,157,13,44,89
569536,14.7,21.6,294,42,145,121
569537,12.86,8.93,90,17,107,67
569538,10.16,4.83,193,9,80,98
569544,1.68,1.66,365,3,15,135
569545,1.79,1.88,524,4,17,162
569546,1.23,0.7,64,1,10,57
569555,9.02,6.1,1019,12,75,226
569556,11.69,9.91,725,19,101,190
569558,20.33,12.08,366,24,166,135
569559,60.0,50.91,120,100,520,77
569560,10.62,3.91,170,8,82,92
569561,5.83,8.95,35,18,59,42
569562,13.27,7.59,398,15,108,141
569563,16.46,15.04,790,29,144,199
569564,24.67,39.98,444,78,251,149
569565,19.0,7.5,475,15,148,154
569566,54.6,85.84,546,168,550,165
569567,6.67,3.01,40,6,53,45
569568,10.0,7.76,890,15,85,211
569569,12.67,9.45,38,19,108,44
569570,280.8,148.4,7020,291,2257,592
569571,214.46,118.38,2788,232,1733,373
569572,500.0,124.01,5000,243,3743,500
569573,63.18,52.32,2085,102,544,323
569574,15.69,10.24,251,20,130,112
569575,12.33,1.97,74,4,90,61
569576,12.43,10.71,87,21,108,66
569577,11.69,6.3,152,12,94,87
569579,29.67,19.8,356,39,247,133
569580,7.13,7.57,107,15,65,73
569581,8.0,4.9,32,10,66,40
569590,13.53,10.2,257,20,115,113
569629,9.03,6.24,307,12,75,124
569630,11.71,4.94,246,10,92,111
569631,16.0,7.12,160,14,126,89
569632,14.11,11.55,254,23,122,113
569633,15.45,12.62,170,25,133,92
569635,17.0,23.68,493,46,165,157
569637,11.17,10.07,324,20,98,127
569638,22.36,34.99,626,69,226,177
569640,35.63,26.43,962,52,301,219
569641,7.44,6.21,119,12,64,77
569643,8.7,3.97,200,8,69,100
569648,70.0,51.96,210,102,592,102
569649,81.0,38.0,324,74,641,127
569650,85.12,64.73,6895,127,723,587
569651,3.06,4.33,208,8,29,102
569652,13.0,11.62,286,23,114,120
569653,16.5,13.27,1650,26,142,287
569654,17.33,6.11,52,12,133,51
569659,11.47,11.56,218,23,103,104
569660,12.5,16.26,25,32,120,35
569661,11.62,8.68,93,17,98,68
569662,8.68,4.94,165,10,71,91
569664,7.2,4.05,72,8,58,60
569665,1.0,0.0,4,0,7,14
569666,7.88,4.52,63,9,64,56
569667,9.43,4.93,217,10,76,104
569668,9.21,10.34,175,20,84,94
569669,1.77,1.38,204,3,15,101
569670,1.7,1.24,217,2,14,104
569671,11.15,7.51,290,15,93,120
569672,3.58,7.85,229,15,40,107
569673,4.57,2.74,128,5,37,80
569675,10.55,8.97,327,18,92,128
569676,1.0,0.0,13,0,7,25
569677,12.47,7.03,237,14,101,109
569678,1.25,0.5,5,1,10,16
569679,30.0,27.5,150,54,264,87
569680,10.21,6.8,245,13,84,111
569683,7.44,8.08,186,16,68,96
569684,8.8,4.6,44,9,71,47
569685,9.23,11.67,203,23,88,101
569686,9.0,6.95,162,14,77,90
569687,8.82,6.67,291,13,75,121
569688,1.38,0.62,22,1,11,33
569690,5.0,3.91,45,8,43,47
569691,11.04,5.09,287,10,87,120
569692,20.77,24.62,540,48,193,164
569693,2.84,2.5,105,5,25,72
569694,11.43,7.8,263,15,95,115
569695,20.84,12.75,938,25,171,217
569697,4.29,3.77,30,7,37,39
569698,10.33,0.82,62,2,74,56
569699,5.37,5.96,188,12,50,97
569700,1.64,1.49,355,3,14,133
569702,4.77,2.51,186,5,38,96
569705,6.93,5.48,104,11,60,72
569706,66.0,48.08,132,94,556,81
569714,7.44,19.17,253,38,90,112
569715,26.65,38.56,533,75,262,163
569716,7.86,5.39,110,11,66,74
569717,20.22,12.02,182,24,166,95
569718,7.88,6.55,189,13,68,97
569719,48.57,29.25,340,57,397,130
569720,1.0,0.0,15,0,7,27
569721,11.47,7.9,195,15,95,99
569722,8.81,6.88,238,13,75,109
569723,5.6,4.04,28,8,47,37
569724,57.5,22.17,230,43,446,107
569726,11.32,7.34,249,14,93,112
569727,7.43,12.65,52,25,77,51
569728,9.56,6.04,392,12,79,140
569729,10.05,9.97,211,20,90,103
569730,52.67,18.15,158,36,405,89
569731,10.92,4.66,142,9,85,84
569732,5.35,2.37,91,5,42,67
569734,7.81,3.73,125,7,62,79
569736,10.62,5.64,255,11,85,113
569737,11.77,8.95,259,18,100,114
569738,6.17,3.97,74,8,51,61
569739,9.54,8.28,229,16,83,107
569740,106.67,47.76,1600,94,841,283
569741,12.12,9.21,315,18,103,125
569766,18.5,13.01,370,25,154,136
569767,10.22,8.64,235,17,89,108
569768,24.25,27.29,388,53,223,139
569769,11.33,1.15,34,2,81,41
569780,26.5,38.18,212,75,260,103
569781,121.0,100.41,242,197,1044,110
569789,3.5,3.13,84,6,30,65
569790,3.8,4.42,133,9,36,82
569799,11.61,8.73,267,17,98,116
569803,11.35,8.97,295,18,97,121
569815,286.48,288.67,6016,565,2570,548
569822,10.0,2.83,20,6,76,32
569823,1.48,0.99,102,2,12,71
569824,5.86,8.21,170,16,57,92
569825,5.71,3.7,97,7,47,70
569826,8.85,5.29,177,10,72,94
569827,11.1,4.88,222,10,88,105
569828,2.22,1.52,40,3,19,45
569832,28.57,20.95,600,41,241,173
569833,10.64,6.6,298,13,88,122
569834,14.59,14.66,394,29,131,140
569835,6.08,5.21,146,10,53,85
569836,22.0,6.86,220,13,167,105
569837,2.6,1.95,13,4,22,25
569838,8.09,6.58,178,13,70,94
569839,216.67,116.9,1300,229,1746,255
569840,14.67,4.84,88,9,112,66
569841,5.67,3.39,34,7,47,41
569842,14.39,8.99,259,18,119,114
569843,2.99,3.65,311,7,28,125
569844,13.81,7.3,856,14,111,207
569845,6.1,4.09,61,8,51,55
569846,10.44,6.38,1326,12,85,257
569847,7.95,4.27,151,8,64,87
569848,8.31,4.67,299,9,67,122
569849,11.52,7.04,265,14,95,115
569850,34.5,67.23,276,132,374,117
569852,14.88,13.32,476,26,130,154
569853,10.35,6.83,176,13,85,94
569856,9.0,2.24,45,4,67,47
569857,148.8,72.13,744,141,1183,193
569858,86.4,13.15,432,26,631,147
569859,6.55,6.44,72,13,59,60
569860,8.38,6.89,67,13,72,58
569861,10.47,7.84,178,15,88,94
569862,17.38,31.08,278,61,183,118
569864,64.86,73.03,454,143,597,151
569865,3.71,7.18,26,14,40,36
569866,5.74,6.19,1045,12,52,229
569867,18.92,8.35,246,16,148,111
569868,17.5,13.6,525,27,150,162
569869,36.0,0.0,216,0,252,104
569870,1.9,0.83,78,2,15,62
569871,5.18,1.17,57,2,38,53
569887,7.0,6.73,84,13,62,65
569888,27.14,31.93,190,63,253,97
569889,134.0,230.79,536,452,1390,164
569890,17.0,12.64,187,25,144,97
569892,10.43,4.39,73,9,82,60
569893,14.47,25.22,868,49,150,208
569894,3.47,5.11,156,10,34,88
569896,3.04,3.24,73,6,27,60
569897,2.49,4.13,595,8,25,172
569898,2.2,2.71,559,5,20,167
569899,9.71,7.27,136,14,82,82
569900,21.74,24.92,1261,49,201,251
569901,2.38,1.97,69,4,21,59
569903,19.0,11.83,399,23,156,141
569904,6.35,4.59,127,9,53,80
569905,5.25,4.99,21,10,47,32
569907,4.33,2.89,13,6,36,25
569910,12.95,8.68,570,17,108,169
569912,6.33,0.82,38,2,46,44
569914,57.33,90.71,344,178,579,131
569917,17.78,9.35,160,18,142,89
569918,15.45,8.9,170,17,125,92
569919,10.43,6.98,292,14,87,121
569920,9.71,3.22,136,6,74,82
569921,3.62,2.13,29,4,29,38
569923,11.38,9.05,91,18,98,67
569932,13.45,8.0,148,16,110,86
569936,25.5,36.89,204,72,250,101
569943,3.12,3.34,234,7,29,108
569948,11.75,5.9,94,12,94,69
569962,10.18,4.6,112,9,80,75
569965,5.44,10.88,98,21,59,70
569968,3.34,3.23,137,6,29,83
569977,3.0,0.76,24,1,22,35
569983,3.28,3.07,190,6,29,97
569997,106.17,116.75,637,229,972,178
569998,10.32,8.8,227,17,89,107
569999,13.27,14.6,146,29,122,85
570000,11.9,18.97,345,37,120,131
570001,13.0,10.12,208,20,111,102
570002,14.42,11.51,346,23,124,132
570003,1.0,0.0,2,0,7,10
570007,10.17,5.84,183,11,82,96
570008,7.0,4.31,161,8,57,90
570009,13.91,7.86,459,15,112,151
570010,6.86,3.13,96,6,54,69
570011,12.64,11.52,316,23,111,126
570014,9.83,8.59,59,17,86,54
570016,8.78,8.19,448,16,77,150
570018,100.0,0.0,300,0,700,122
570019,2.15,3.45,101,7,22,71
570020,16.82,8.16,185,16,134,96
570021,2.0,1.0,6,2,16,17
570022,5.37,7.36,145,14,52,85
570023,5.14,3.44,36,7,43,42
570024,6.06,4.96,97,10,52,70
570026,32.5,23.89,325,47,274,127
570027,12.37,15.75,532,31,118,163
570028,49.33,62.01,148,121,466,86
570030,12.67,8.5,342,17,106,131
570036,11.7,6.28,351,12,94,132
570049,6.1,3.33,250,7,50,112
570076,17.0,8.76,204,17,136,101
570082,54.12,88.45,1299,173,552,255
570086,16.33,13.61,343,27,141,131
570087,6.25,10.32,500,20,64,158
570088,1.56,0.62,95,1,12,69
570089,56.0,33.94,224,66,458,106
570090,5.6,3.6,56,7,46,53
570091,15.38,18.04,600,35,143,173
570092,160.67,86.22,964,169,1294,220
570093,1.74,3.29,87,6,18,66
570094,576.0,551.48,2304,1080,5112,339
570095,6.8,6.34,102,12,60,71
570096,5.71,9.89,160,19,59,89
570097,522.0,417.42,4176,817,4471,457
570098,25.14,22.51,176,44,220,94
570100,8.0,2.83,32,6,62,40
570101,22.5,13.83,270,27,184,116
570102,8.29,2.59,232,5,63,108
570103,2.64,1.87,174,4,22,93
570108,10.5,5.81,336,11,84,130
570111,2.71,2.28,92,4,23,68
570113,44.52,38.25,1469,75,387,271
570114,22.5,31.92,180,63,220,95
570115,68.4,54.32,1026,106,585,226
570116,2.25,1.45,180,3,19,95
570117,38.0,20.78,342,41,307,131
570118,6.13,4.63,141,9,52,84
570121,17.19,6.64,275,13,133,117
570123,2.14,0.69,15,1,16,27
570125,14.57,7.16,306,14,116,124
570126,1.43,1.87,50,4,14,50
570127,7.19,6.42,496,13,63,157
570128,85.33,35.93,512,70,667,160
570129,9.45,5.94,293,12,78,121
570167,15.82,10.55,617,21,132,176
570168,16.08,38.18,852,75,188,206
570177,8.93,4.67,357,9,71,134
570178,9.8,8.69,147,17,86,86
570179,9.44,5.14,510,10,76,160
570180,9.43,5.19,500,10,76,158
570183,6.4,5.93,64,12,57,57
570184,19.33,10.39,174,20,155,93
570186,9.05,4.66,353,9,72,133
570187,2.44,9.23,777,18,35,197
570188,48.53,21.48,728,42,382,191
570189,11.18,5.49,123,11,89,78
570190,11.04,6.68,254,13,90,113
570191,19.27,12.71,212,25,160,103
570192,9.43,5.19,500,10,76,158
570195,10.83,5.95,65,12,88,57
570196,14.0,4.9,84,10,108,65
570197,2.18,3.75,249,7,22,112
570200,4.52,3.0,140,6,38,84
570206,7.33,4.62,22,9,60,33
570208,4.24,3.53,123,7,37,78
570209,2.59,2.19,106,4,22,73
570210,1.52,1.04,132,2,13,81
570211,2.09,1.49,67,3,18,58
570212,7.94,23.76,135,47,103,82
570213,11.14,2.27,78,4,82,62
570214,12.47,24.7,449,48,135,150
570215,9.62,10.39,356,20,87,133
570216,9.6,6.15,96,12,79,69
570217,4.15,2.94,108,6,35,73
570218,15.6,15.13,780,30,139,197
570219,4.14,1.49,87,3,32,66
570220,10.33,11.85,31,23,95,39
570222,15.88,10.34,127,20,131,80
570223,3.4,3.76,286,7,31,120
570224,4.57,3.3,128,6,38,80
570225,3.94,4.79,335,9,37,129
570227,17.75,17.61,142,34,158,84
570228,2.76,2.15,94,4,23,69
570229,1.34,0.98,75,2,11,61
570230,2.79,3.45,109,7,27,74
570231,7.02,9.14,386,18,67,139
570232,3.51,2.93,186,6,31,96
570233,1.43,0.79,10,2,12,22
570234,3.58,2.58,129,5,30,80
570235,1.72,2.03,50,4,16,50
570236,1.1,0.31,22,1,9,33
570237,1.7,1.56,78,3,15,62
570238,2.45,2.61,49,5,22,49
570239,7.0,5.98,203,12,61,101
570240,1.7,0.82,17,2,14,29
570241,2.97,3.86,175,8,29,94
570242,47.62,49.74,1524,97,430,276
570243,10.83,2.76,130,5,81,81
570244,12.24,11.77,416,23,109,144
570245,8.29,4.69,141,9,67,84
570246,2.85,3.82,171,7,27,92
570247,7.58,10.51,144,21,74,85
570249,9.43,5.19,500,10,76,158
570250,10.33,4.08,62,8,80,56
570251,24.0,0.0,96,0,168,69
570252,9.52,5.26,238,10,77,109
570253,180.0,84.85,360,166,1426,134
570254,9.0,6.29,99,12,75,70
570255,7.62,5.72,198,11,64,99
570256,11.83,7.52,213,15,98,103
570257,11.73,6.9,129,14,96,80
570258,2.73,3.59,420,7,26,145
570266,15.0,6.0,60,12,117,55
570267,7.62,3.54,61,7,60,55
570268,43.24,28.55,908,56,359,213
570269,25.62,33.69,205,66,245,101
570270,6.0,0.0,18,0,42,30
570271,19.42,19.42,233,38,174,108
570272,13.58,9.34,326,18,113,128
570273,13.6,11.7,707,23,118,188
570275,43.55,41.23,1263,81,386,251
570280,64.0,16.0,192,31,479,98
570281,48.0,0.0,144,0,336,85
570282,7.56,4.67,68,9,62,58
570284,2.17,1.59,50,3,18,50
570285,10.9,4.56,218,9,85,104
570287,8.83,4.92,371,10,72,136
570288,3.91,3.05,133,6,33,82
570289,3.09,1.87,34,4,26,41
570292,7.75,8.59,124,17,71,79
570293,12.29,6.91,295,14,100,121
570332,6.78,3.87,61,8,55,55
570333,2.57,3.32,144,6,24,85
570337,9.55,8.05,105,16,83,72
570342,10.2,7.65,459,15,86,151
570348,8.27,3.77,182,7,65,95
570353,8.25,4.5,33,9,67,41
570356,93.0,65.96,744,129,780,193
570374,3.0,4.46,168,9,30,92
570380,1.45,0.57,45,1,11,47
570388,8.28,6.21,646,12,70,180
570404,4.93,11.19,276,22,56,117
570405,20.33,14.3,244,28,170,110
570408,363.0,8.49,2904,17,2558,381
570409,10.0,5.7,160,11,81,89
570410,3.45,3.34,262,7,31,114
570411,13.43,7.63,94,15,109,69
570412,5.3,4.73,106,9,46,73
570413,7.22,5.24,130,10,61,81
570414,3.0,2.47,54,5,26,52
570415,21.14,33.12,148,65,213,86
570416,9.26,7.77,352,15,80,133
570418,4.24,2.67,123,5,35,78
570419,12.0,0.0,24,0,84,35
570420,3.33,11.37,243,22,45,110
570421,15.64,18.63,172,36,145,93
570422,21.35,18.07,363,35,184,135
570423,3.25,2.08,185,4,27,96
570424,2.4,1.0,72,2,19,60
570425,16.0,7.01,336,14,126,130
570426,13.38,7.06,321,14,108,127
570427,5.54,4.03,72,8,47,60
570428,8.05,9.1,451,18,74,150
570429,97.0,2.0,388,4,683,139
570430,12.25,21.73,147,43,129,86
570442,1.9,1.45,158,3,16,89
570443,45.05,40.85,901,80,395,212
570444,4.59,4.65,124,9,41,79
570445,2.17,1.33,13,3,18,25
570446,11.53,6.38,196,13,94,99
570448,12.92,15.43,853,30,120,207
570449,22.0,23.77,198,47,201,99
570452,7.6,4.14,114,8,61,75
570455,1.54,1.16,152,2,13,87
570457,1.0,0.0,4,0,7,14
570458,6.25,7.53,863,15,59,208
570459,9.32,5.87,466,11,76,153
570462,1.0,0.0,2,0,7,10
570465,2.63,3.94,627,8,26,177
570466,2.13,1.53,177,3,18,94
570467,12.16,7.6,1228,15,100,248
570470,2.0,0.0,4,0,14,14
570472,1.25,0.5,5,1,10,16
570473,1.73,0.9,19,2,14,31
570475,2.56,3.52,46,7,25,48
570479,4.5,3.4,324,7,38,127
570482,2.99,5.49,227,11,32,107
570488,2.21,1.96,779,4,19,197
570491,4.88,5.68,156,11,45,88
570492,7.9,4.95,237,10,65,109
570494,14.33,6.81,172,13,113,93
570495,29.0,21.94,116,43,246,76
570496,36.5,38.67,438,76,332,148
570497,1.0,0.0,2,0,7,10
570498,11.82,4.93,260,10,93,114
570499,10.11,7.02,556,14,85,167
570500,7.08,6.79,170,13,63,92
570501,8.9,3.92,276,8,70,117
570502,7.0,4.9,35,10,59,42
570503,5.42,13.46,65,26,64,57
570504,9.4,8.93,47,17,83,48
570505,17.53,23.27,263,46,169,115
570506,12.0,6.93,60,14,98,55
570507,9.88,3.32,158,7,76,89
570509,11.3,9.0,260,18,97,114
570511,16.67,11.22,100,22,139,71
570512,10.0,0.0,60,0,70,55
